Brand UID,Brand Name ,email,KAM Name 1,Assign Date 1,KAM Name 2 ,Assigin Date 2,KAM Name 3,Assigin Date 3,KAM Name 4,Assigin Date 4,KAM Name 5,Assigin Date 5,KAM Name 6,Assigin Date 6
109839,IMPERIAL RESTAURANT - Indiranagar,IMPERIALHTR@GMAIL.COM,Jinalben Chavda,27-01-2025,,,,,,,,,,
110011,Olive Street Food Cafe - BTM,abdulmuvasithc@gmail.com,Kinab Binditbhai Shah,02-05-2025,,,,,,,,,,
110425,Chulhe Ka Dosa,vishwanathsingh792@gmail.com,Kripal Patel,24-04-2025,Yogita Maheshwary,04-11-2025,,,,,,,,
110481,10 Biryanis,10biryanis2022@gmail.com,Pradipta Sen,05-07-2025,Aakash Biswas,27-11-2025,,,,,,,,
110732,CREAM N CRUST,account@creamncrust.com,Krutika Christian,03-08-2024,Kaushik Khandla,22-01-2026,,,,,,,,
110827,Sheetal Parlour,yash.bhuva@sheetalfoodworld.com,Kripal Patel,24-04-2025,Yogita Maheshwary,17-11-2025,,,,,,,,
110878,Twenty-Seven Bakehouse,finance@ugipl.in,Mahima Sali,08-08-2025,,,,,,,,,,
111151,Khalids,karthi.kabinifoods@gmail.com,Kinab Binditbhai Shah,30-09-2024,,,,,,,,,,
111193,Moti Mahal Delux (GK1),gk1motimahal@gmail.com,Khushbu Chauhan,30-08-2025,Rishit Talati,27-12-2025,,,,,,,,
111297,Dawat e Riyaz,Subhodeep_paul@yahoo.co.in,Aakash Biswas,12-11-2025,,,,,,,,,,
111576,KUNAFA BYTES,sales@kunafabytes.com,Krutika Christian,05-05-2025,Parmar Rajeshbhai Kalubhai,18-12-2025,Krutika Christian,08-01-2026,Vaghela Saloni Kiritbhai,12-01-2026,,,,
111740,Ambattur,vighagroups@gmail.com,Jinalben Chavda,26-03-2025,,,,,,,,,,
111754,Madhuram tiffins,lamfare01@gmail.com,Rahul Taak,19-08-2025,,,,,,,,,,
111914,Zoca Cafe,contact@fraterniti.co.in,Abhishek Jain,30-08-2024,Bhanvi Gupta,10-03-2025,Chauhan Khushbu Girishkumar,17-03-2025,Rishit Talati,27-12-2025,,,,
112030,Brows Bakery,taluja.rajat@gmail.com,Nikhil Kumar,04-09-2025,,,,,,,,,,
112050,Jagdish Farshan Pvt Ltd,ecommerce@jagdish-farshan.com,Kripal Patel,03-09-2025,,,,,,,,,,
112115,McOlive ( Shree Shyam Food's),info@mcolive.in,Shah Anokhi Rajeshkumar,19-11-2024,Bhanvi Gupta,15-12-2025,,,,,,,,
112152,Tibet Momo,tibetmomopanasian@gmail.com,Rahul Taak,02-07-2024,Kinab Binditbhai Shah,30-09-2024,,,,,,,,
112241,THE APPETITE MOMOS,theappetite05@gmail.com,Mahima Sali,29-04-2025,Snehal Dwivedi,30-08-2025,Anokhi Shah,26-11-2025,Kaushik Khandla,13-12-2025,,,,
112337,PERAMBUR SRI SRINIVASA SWEETS & SANCKS,ps4petpooja@gmail.com,Sudhin Ravindran,05-08-2025,Dilna P,04-11-2025,,,,,,,,
112514,The Flying Dutchman- Noida 63,sachin.uzon@gmail.com,Jhaveri Shalvi Nehalbhai,14-11-2024,,,,,,,,,,
112561,Aami Bangali,bharati.chowdhury2020@gmail.com,Pradipta Sen,17-12-2024,Aakash Biswas,31-10-2025,,,,,,,,
112662,Cakewala (ID- CW2),suhas@cakewala.in,Jinalben Chavda,27-01-2025,,,,,,,,,,
112762,Mr. Brown Bakery(Kaushambi),nbplacc@gmail.com,Bhanvi Gupta,10-03-2025,,,,,,,,,,
112970,GUINDY-KUMARAKOM,itty@kumarakomcuisines.com,Rahul Taak,04-07-2024,Nair Anchal,29-05-2025,,,,,,,,
113043,PALAMURU GRILL - MADHAPUR,gundavaram.rajeshwarrao@gmail.com,Rahul Taak,02-07-2024,,,,,,,,,,
113083,Brew Express,corporateoperations@brewbakes.co,Aman Mutneja,03-09-2024,Kushawha Pooja,06-10-2025,Bhanvi Gupta,11-12-2025,,,,,,
113319,Low Calorie Desserts,vlogs.food.hyd@gmail.com,Kinab Binditbhai Shah,24-09-2024,Antolina Anil Francis,30-12-2025,,,,,,,,
113383,CAARA at Learning Matters,Ambikaseth@caara.com,Chauhan Khushbu Girishkumar,09-06-2025,Rishit Talati,26-12-2025,,,,,,,,
113484,Manbhavab premium thali,Manbhavan.ho@gmail.com,Mahima Sali,30-04-2025,Yogita Maheshwary,25-08-2025,,,,,,,,
113639,Xero Degrees,xerodegreesco@gmail.com,Purohit Jitwin,04-01-2025,,,,,,,,,,
113722,PERFETTO PIZZA PLUS,beantkakrala78@gmail.com,Shah Anokhi Rajeshkumar,18-11-2024,Nikhil Kumar,20-11-2025,Bhanvi Gupta,12-01-2026,,,,,,
113950,Panchakattu Dosa (Pragati Nagar),bharana.chilamakuri@gmail.com,Acharya Arpit,24-04-2025,Antolina Anil Francis,08-01-2026,,,,,,,,
114151,Sizzling Joe,malli@invitaventures.com,Kinab Binditbhai Shah,24-09-2024,Antolina Anil Francis,30-12-2025,,,,,,,,
114213,GIPC,lokesh.s@mapletree.co.in,Kinab Binditbhai Shah,30-09-2024,Apurv,16-12-2025,,,,,,,,
114610,Tea Junction (Patuli),fnbcontrol.teajunction@neotiahospitality.com,Pradipta Sen,18-12-2024,,,,,,,,,,
114611,Rang De Basanti Dhaba,daniel@zingrestaurants.com,Pradipta Sen,24-03-2025,,,,,,,,,,
114614,PIND PUNJAB ( Hinjewadi ),nimishmalhotra91@gmail.com,Harsh Gohel,15-04-2025,,,,,,,,,,
114900,The Arab station,zameerma@gmail.com,Acharya Arpit,26-04-2025,,,,,,,,,,
115216,RAFFS F9 (Tollygunge),raffs.f9@gmail.com,Pradipta Sen,18-12-2024,,,,,,,,,,
115472,Arabian Delites Saket (A unit of Delicacies gourmet affairs pvt ltd ),arabiandelitespb@gmail.com,Bhanvi Gupta,04-12-2025,,,,,,,,,,
115641,"Marzorin, Camp",admin@marzorin.com,Krutika Christian,21-02-2025,Parmar Rajeshbhai Kalubhai,02-01-2026,Krutika Christian,08-01-2026,Saloni Vaghela,19-01-2026,,,,
116245,Royal cafe,devanshahuja2000@yahoo.com,Chauhan Khushbu Girishkumar,09-06-2025,Nikhil Kumar,08-01-2026,,,,,,,,
116734,CVS CAFE-RAMGARH,cvscafeindia@gmail.com,Pradipta Sen,18-06-2025,Aakash Biswas,02-12-2025,,,,,,,,
116808,The Good Stuff,hello@thegoodstuff.cafe,Mahima Sali,30-04-2025,Krutika Christian,02-08-2025,Parmar Rajeshbhai Kalubhai,02-01-2026,Krutika Christian,08-01-2026,Vaghela Saloni Kiritbhai,12-01-2026,,
117125,Velan Kaappi Ramanthapuram,orangepremkumar@gmail.com,Arpit Acharya,21-01-2026,,,,,,,,,,
117162,The Chai Theka,thechaitheka2019@gmail.com,Shah Anokhi Rajeshkumar,18-11-2024,Shalvi Jhaveri,26-11-2025,,,,,,,,
117889,HAZEL STREET,chiefoperationspeninagroup@gmail.com,Jinalben Chavda,12-02-2025,Sudhin Raveendran,30-04-2025,Jinalben Chavda,30-04-2025,Anchal Nair,09-12-2025,,,,
118226,Boba tree Whitefield,srinivasv.bobatree@gmail.com,Kinab Binditbhai Shah,24-09-2024,,,,,,,,,,
118248,Green Bucket Biryani,jafarmadhu13@gmail.com,Apurv,02-01-2026,,,,,,,,,,
118417,Biryani Zone,accounts@biriyanizone.com,Jinalben Chavda,03-02-2025,,,,,,,,,,
118470,The Coffee Bean & Tea leaf,vision.accounts1@yahoo.com,Aman Mutneja,03-09-2024,,,,,,,,,,
118667,NS KARUR1,nativespecial.com@gmail.com,Acharya Arpit,25-04-2025,Sudhin Ravindran,17-11-2025,,,,,,,,
118761,Cool Scoop,Info@coolscoop.in,Jhaveri Shalvi Nehalbhai,13-03-2025,,,,,,,,,,
119176,Kutch Kitchen,61naulakha@gmail.com,Kripal Patel,24-04-2025,Apurv,16-12-2025,,,,,,,,
119373,SRM Sweets & Cakes,bharanidharan.srmb@gmail.com,Kinab Binditbhai Shah,04-04-2025,,,,,,,,,,
119485,Thepla Junction,contact@theplajunction.com,Kripal Patel,03-09-2025,,,,,,,,,,
119838,Sweet Tooth,info@crazzyproduct.com,Kripal Patel,25-04-2025,Apurv,16-12-2025,,,,,,,,
119961,Kund Cafe,retail@amul.coop,Harsh Gohel,19-04-2025,,,,,,,,,,
120451,KOZHIKODEN KITCHEN,kozhikodenkitchenn@gmail.com,Sudhin Raveendran,18-10-2024,,,,,,,,,,
120493,B?reamy (Surat Station),kasmaniumar@gmail.com,Krutika Christian,22-07-2024,Apurv,16-12-2025,Parmar Rajeshbhai Kalubhai,18-12-2025,Saloni Vaghela,20-01-2026,,,,
121563,Devine brands India,divinebrandsindia@gmail.com,Mahima Sali,16-06-2025,,,,,,,,,,
121635,MUCHHAD THE URBAN DHABA,muchhaddhaba@gmail.com,Harsh Gohel,26-09-2024,,,,,,,,,,
121868,Gupta Sandwich,gshubhamgalaxy@gmail.com,Anokhi Shah,26-11-2025,Kaushik Khandla,13-12-2025,,,,,,,,
121964,DEsi chai Sutta,moumita_ghosh84@rediffmail.com,Pradipta Sen,18-12-2024,,,,,,,,,,
122426,Pandit Ji Foods - Manipal County,panditjisweets.in@gmail.com,Antolina Anil Francis,05-12-2025,,,,,,,,,,
123082,Brgr Shurger,amitsharma9123@gmail.com,Chauhan Khushbu Girishkumar,14-04-2025,Aman Mutneja,20-06-2025,,,,,,,,
123150,Krimmy Thickshakes,krimmythickshakes@gmail.com,Sudhin Raveendran,22-04-2025,Antolina Anil Francis,22-12-2025,,,,,,,,
123151,Persia Darbar (Goregaon),persiadarbarindia@gmail.com,Harsh Gohel,03-01-2025,,,,,,,,,,
123287,Satvik Misal,satvikmisalpune@gmail.com,Yogita Maheshwary,08-09-2025,,,,,,,,,,
123705,Artinci - MAHADEVAPURA,team@artinci.com,Jinalben Chavda,28-01-2025,,,,,,,,,,
123913,ARABIAN GRILL AND FRY,sanooparab@gmail.com,Sudhin Raveendran,18-10-2024,,,,,,,,,,
123969,coco coopa,it.cococoopa@gmail.com,Sudhin Raveendran,18-10-2024,Anchal Nair,20-01-2026,,,,,,,,
124553,Shiraz Golden Restaurant( EM Bypass ),gm@shirazgoldenrestaurant.com,Pradipta Sen,18-12-2024,Aakash Biswas,27-11-2025,,,,,,,,
124749,Murugan Dhaba Ithavaram,Admin@themadrasfiltercoffee.com,Rahul Taak,16-12-2024,Sudhin Ravindran,10-11-2025,,,,,,,,
124904,Big Yellow Door (Hudson Lane),uditkhanijow@gmail.com,Shah Anokhi Rajeshkumar,19-11-2024,Shalvi Jhaveri,11-12-2025,,,,,,,,
124916,Zomibi Pizza,bocs.invoices@gmail.com,Anchal Nair,20-01-2026,,,,,,,,,,
125079,Crazy Cravingz,cczbang@gmail.com,Harsh Gohel,13-11-2024,,,,,,,,,,
125273,Aroma Chai ( Sanpada),info.aromafnb@gmail.com,Harsh Gohel,12-02-2025,,,,,,,,,,
125294,Maska,ganesh.singh@theunitedgroup.in,Bhanvi Gupta,10-03-2025,Nikhil Kumar,08-07-2025,,,,,,,,
125578,APNA FAL,jaygohil751@gmail.com,Kripal Patel,24-04-2025,,,,,,,,,,
125640,SAGAR RESTAURANT,hotelsagar9847@gmail.com,Acharya Arpit,29-04-2025,Dilna P,23-12-2025,,,,,,,,
125668,DELHI CHAI CAFE,info@delhichaicafe.com,Nikhil Kumar,10-12-2025,,,,,,,,,,
126744,Thatha Tea,sunildev.engineer@gmail.com,Arpit Acharya,15-09-2025,,,,,,,,,,
126837,Hangout Cakes and Gourmet Foods [Santacruz West],petpoojahangout@gmail.com,Shitanshu Shah,28-11-2025,,,,,,,,,,
126895,Cafe 14,sachinkaushik95@gmail.com,Nikhil Kumar,10-09-2025,,,,,,,,,,
127012,Darjeeling Momos Chandmari,darjeelingmomosghy@gmail.com,Soumya Pal,12-08-2024,Pradipta Sen,18-12-2024,,,,,,,,
127470,AMMA PASTRIES KARNATAKA _ Nagarabhavi,manuhn1987@gmail.com,Kinab Binditbhai Shah,24-09-2024,,,,,,,,,,
127492,Mandarian Trail,amitkatyal03@gmail.com,Chauhan Khushbu Girishkumar,09-06-2025,Rishit Talati,27-12-2025,,,,,,,,
127495,Waffle Cart,mail@alphaestates.in,Kinab Binditbhai Shah,04-04-2025,,,,,,,,,,
127625,Grind Bar,partner@grindbar.in,Thakkar Bhoomika,04-09-2024,Kripal Patel,22-04-2025,,,,,,,,
127802,GJ 5 FANCY DHOSA (Morbi),gj5fancydhosa2255@gmail.com,Krutika Christian,27-02-2025,Vaghela Saloni Kiritbhai,12-01-2026,,,,,,,,
127806,NATIVE ARAKU COFFEE,info@nativearakucoffee.com,Kinab Shah,21-11-2025,Aman Kota,31-12-2025,,,,,,,,
127969,Waffletini,waffletino.blr@gmail.com,Acharya Arpit,24-04-2025,,,,,,,,,,
128366,Groz Beckert - Event,gg@moppfoods.com,Bhanvi Gupta,10-03-2025,,,,,,,,,,
128712,ATTI CAFE - Idhu Namma Spot,atticafe.web@gmail.com,Rahul Taak,04-07-2024,Nair Anchal,29-05-2025,,,,,,,,
129010,Burger Budds,parshuramdhakad0411@gmail.com,Mahima Sali,17-05-2025,,,,,,,,,,
129340,Fat Tiger,naman.singh@fat-tiger.in,Bhanvi Gupta,10-03-2025,Chauhan Khushbu Girishkumar,17-03-2025,Rishit Talati,27-12-2025,,,,,,
129531,Dessi Cuppa T Nagar,dessicuppa.chennai@gmail.com,Acharya Arpit,28-04-2025,,,,,,,,,,
129736,Momos and More,bhupiz88@gmail.com,Nikhil Kumar,20-06-2025,,,,,,,,,,
130022,Labonel Fine Baking,ahmed@labonel.com,Rahul Taak,06-07-2024,,,,,,,,,,
130184,D?er Club,mohammedaslamct@gmail.com,Sudhin Raveendran,31-12-2024,,,,,,,,,,
130390,Khandoli Nitin? Canteen (KMC BRANCH),tejas.urunkar@gmail.com,Yogita Maheshwary,10-10-2025,,,,,,,,,,
130412,Radhe Dhokla Pvt Ltd,radhedhoklaprivatelimited@gmail.com,Krutika Christian,24-07-2024,Parmar Rajeshbhai Kalubhai,19-12-2025,Krutika Christian,08-01-2026,Saloni Vaghela,19-01-2026,,,,
131506,THE BARBEQUE VENTURES - PATNA,ceo@thebbq.company,Aman Mutneja,31-08-2024,,,,,,,,,,
131609,Sea Gulls Bar & Restaurant,PTDC.corporate@gmail.com,Kinab Shah,14-08-2025,,,,,,,,,,
131942,Honey N Dough,utsav@honeyanddough.in,Shah Anokhi Rajeshkumar,03-10-2024,Nikhil Kumar,08-12-2025,Anokhi Shah,08-12-2025,Nikhil Kumar,18-12-2025,,,,
132034,CAKOFY,info@cakofy.com,Nikhil Kumar,01-09-2025,,,,,,,,,,
132361,Thickship(Gota),thicksip22@gmail.com,Apurv,16-12-2025,,,,,,,,,,
132415,WANGS KITCHEN ASHOK NAGAR,admin@wangskitchen.com,Jinalben Chavda,07-02-2025,,,,,,,,,,
132518,Pizza Toons,pizzatoonss@gmail.com,Krutika Christian,24-07-2024,Parmar Rajeshbhai Kalubhai,02-01-2026,Krutika Christian,08-01-2026,Saloni Vaghela,21-01-2026,,,,
132530,Sri Madhuram Veg Restaurant,admin@srimadhuram.in,Nair Anchal,29-05-2025,,,,,,,,,,
132781,BURGER MANIA,mosamnayak@gmail.com,Krutika Christian,03-02-2025,Kaushik Khandla,22-01-2026,,,,,,,,
133012,AL YAMIN,hashimjameel94@gmail.com,Nikhil Kumar,11-09-2025,,,,,,,,,,
133479,Yum Yum Korean Buffet,yumyumkbucket@gmail.com,Pradipta Sen,29-04-2025,Aakash Biswas,27-11-2025,,,,,,,,
133978,TBC,md@farmhouseindia.co.in,Yogita Maheshwary,07-11-2025,Kaushik Khandla,23-12-2025,,,,,,,,
134127,SURTI KHAMAN HOUSE,hemal143_in@yahoo.com,Kripal Patel,24-04-2025,,,,,,,,,,
134287,Dales Eden,information@daleseden.com,Harsh Gohel,28-08-2024,,,,,,,,,,
134858,Mouzy Palakkad,ashifvenkitta007@gmail.com,Sudhin Raveendran,28-04-2025,,,,,,,,,,
134878,That Andhra Guy,nouthsorthfellow@gmail.com,Lakshita Juvansinh Thakor,08-05-2025,,,,,,,,,,
134996,Zimero,orders@zimero.in,Chauhan Khushbu Girishkumar,14-04-2025,Rishit Talati,26-12-2025,,,,,,,,
135795,sun bakers,jayant.singh009@gmail.com,Shah Anokhi Rajeshkumar,28-01-2025,,,,,,,,,,
135847,shradha lulla gourmet desserts,shradhamlulla@hotmail.com,Sagar Kothari,10-02-2026,,,,,,,,,,
135925,Coffea Pune,monicacoffea@gmail.com,Mahima Sali,03-10-2025,,,,,,,,,,
136172,MS FOOD (KUDASAN),mineshmsfood123@gmail.com,Mahima Sali,20-05-2025,,,,,,,,,,
136213,Z27 Coffee Bar,rajendrasinghrathore23@gmail.com,Kripal Patel,22-04-2025,Yogita Maheshwary,04-11-2025,,,,,,,,
136316,HELLY AND CHILLY FOODS PRIVATE LIMITED,hellychilly18@gmail.com,Kripal Patel,24-04-2025,,,,,,,,,,
136450,GODAROLLA RUCHULU,godarollaruchulu@gmail.com,Kinab Binditbhai Shah,24-09-2024,Antolina Anil Francis,30-12-2025,,,,,,,,
136848,Savoury Group,savourypetpooja@gmail.com,Antolina Anil Francis,24-09-2025,,,,,,,,,,
136929,Mumbai Chai & Snacks  (VVM),office@mumbaichaiandsnacks.com,Jinalben Chavda,30-01-2025,Antolina Anil Francis,16-12-2025,Kamalakar Kasim,05-02-2026,,,,,,
137163,Maharaja Bhog,accounts@maharajabhog.com,Anokhi Shah,26-11-2025,Kaushik Khandla,13-12-2025,,,,,,,,
137497,Palmshore / Coopers Restaurant,koyilothsajeer@gmail.com,Jinalben Chavda,12-02-2025,,,,,,,,,,
137605,Barako,fayhospitality@gmail.com,Yogita Maheshwary,09-09-2025,,,,,,,,,,
137938,Bikalananda Kar's Rasagola,saipriya@bkrasagola.com,Pradipta Sen,18-12-2024,,,,,,,,,,
138046,KING POTATO,vdrasvk@gmail.com,Harsh Gohel,04-02-2025,,,,,,,,,,
138108,Cafe NOIR RAW,snsdtpnew@gmail.com,Kripal Patel,24-04-2025,,,,,,,,,,
138127,Deliciae - Vakola,suchitmahajan@deliciaecakes.com,Christian Krutika Veshalskumar,10-07-2024,Kaushik Khandla,08-01-2026,,,,,,,,
138212,Celesty KT,info.celesty@yahoo.com,Mahima Sali,09-10-2025,,,,,,,,,,
138474,Wicked Coffee,vardhman@bonomi.in,Harsh Gohel,13-11-2024,,,,,,,,,,
138492,Amutha Surabhi_Pollachi,amuthasurabhicare55@gmail.com,Rahul Taak,02-07-2024,Kinab Binditbhai Shah,10-03-2025,,,,,,,,
138718,ICE CREAM ALLEY (KW Delhi 6),mo3@kwgroup.in,Shah Anokhi Rajeshkumar,19-11-2024,Shalvi Jhaveri,26-11-2025,,,,,,,,
138935,The Hungry Man,Thehungryman560@gmail.com,Bhanvi Gupta,11-12-2025,,,,,,,,,,
139471,5 Min Dine,sacchesolutions@gmail.com,Shah Anokhi Rajeshkumar,09-06-2025,Lakshita Thakor,03-12-2025,Bhanvi Gupta,08-01-2026,,,,,,
139631,Lassi n Cafe,Franchise@kafetoz.com,Kinab Binditbhai Shah,24-09-2024,,,,,,,,,,
139670,Kulcha Theka,ronak.jaskirat@gmail.com,Shalvi Jhaveri,28-08-2025,Aman Mutneja,24-10-2025,,,,,,,,
139805,Brown Sugar (South-X),ayushgangwani@yahoo.com,Chauhan Khushbu Girishkumar,11-03-2025,Rishit Talati,26-12-2025,,,,,,,,
139807,Jaipur Bakers Private Limited,info@jaipurbakers.com,Jhaveri Shalvi Nehalbhai,18-11-2024,,,,,,,,,,
140035,Sangeetha,svrchennai@gmail.com,Kinab Binditbhai Shah,03-10-2024,,,,,,,,,,
140178,Uboat,uboat.ind@gmail.com,Mahima Sali,06-08-2025,,,,,,,,,,
140312,Bean and the Bear (Flying Sparrow Hospitality Pvt Ltd),admin@fshworld.co.in,Chauhan Khushbu Girishkumar,14-04-2025,Rishit Talati,26-12-2025,,,,,,,,
140397,Mor N Rich (Kalol),contact@mornrich.com,Kripal Patel,24-04-2025,Apurv,16-12-2025,,,,,,,,
140464,The Creams - Perambur,thecreams@live.com,Acharya Arpit,25-04-2025,,,,,,,,,,
140646,Path Way Side Amenities CH,rajesh@pathltd.com,Aman Mutneja,03-09-2024,Harsh Gohel,21-10-2024,Mahima Sali,30-08-2025,,,,,,
141176,Sai Jalpan Junction (Bhowanipore),saijalpan@sitanigroup.com,Soumya Pal,29-09-2024,Pradipta Sen,18-12-2024,Aakash Biswas,27-11-2025,,,,,,
141260,AL - BAIK : Chiplun,albaikfoodsystems@gmail.com,Mahima Sali,30-04-2025,Bhanvi Gupta,31-05-2025,Nikhil Kumar,22-12-2025,,,,,,
141355,1By2 RR Donnelley,info@1by2foods.com,Rahul Taak,04-07-2024,Niar Anchal,29-05-2025,Jinal Chavda,09-12-2025,,,,,,
142266,Dadu's Sweet Emporio (Kothrud),dadus.petpooja@gmail.com,Kaushik Khandla,16-12-2025,,,,,,,,,,
142558,NEOMESO PRIVATE LIMITED,mayangoa2022@gmail.com,Jhaveri Shalvi Nehalbhai,21-11-2024,,,,,,,,,,
142672,Kebapci _ Koramangala,md@koftecigroup.com,Kinab Binditbhai Shah,04-04-2025,,,,,,,,,,
143004,Fries Factory,friesfactorybusiness@gmail.com,Kinab Binditbhai Shah,24-09-2024,,,,,,,,,,
143317,Pandeyji Restaurant,pandeyjiparcelpoint@gmail.com,Krutika Christian,03-02-2025,Saloni Vaghela,22-01-2026,,,,,,,,
143630,KoffeePolitan,gagan@coffeefication.xyz,Chauhan Khushbu Girishkumar,09-06-2025,Rishit Talati,29-12-2025,,,,,,,,
143647,Karachi bakery,rajesh@karachibakery.com,Rahul Taak,04-07-2024,,,,,,,,,,
143969,Hickey cafe,hickey.cafe@gmail.com,Rahul Taak,03-12-2025,,,,,,,,,,
144497,Dahibara Express,thqfoods@gmail.com,Pradipta Sen,18-12-2024,Aakash Biswas,31-10-2025,Pradipta Sen,19-12-2025,,,,,,
144576,Shanghai- Flavours of China Town (Nagerbzar),dir@shanghai.net.in,Pradipta Sen,18-12-2024,,,,,,,,,,
144707,The Shawarma Company,vajralaasfoods@gmail.com,Aman Kota,30-12-2025,,,,,,,,,,
144793,Apple Restaurants,operations@applerestaurants.in,Rahul Taak,04-07-2024,Jinalben Chavda,10-03-2025,Antolina Anil Francis,16-12-2025,,,,,,
145012,Persian Darbar (Bandra),persiandarbarindia@gmail.com,Harsh Gohel,03-01-2025,,,,,,,,,,
145195,CAKE STUDIO (Malaparamba),cakestudiocmd@gmail.com,Sudhin Raveendran,22-10-2024,,,,,,,,,,
145412,Merry Berry (Fairlands),merryberryfranchise@gmail.com,Arpit Acharya,22-09-2025,,,,,,,,,,
145631,UDUPIWALA RESTAURANT,accmanager.udupiwala@gmail.com,Nikhil Kumar,20-06-2025,Bhanvi Gupta,07-01-2026,,,,,,,,
146002,Indian Spice Restaurant,sourav@surymerlin.com,Mahima Sali,20-05-2025,Krutika Christian,25-08-2025,Saloni Vaghela,19-01-2026,,,,,,
146476,CHINA BOX CO.,sanijahotels@hotmail.com,Harsh Gohel,03-01-2025,,,,,,,,,,
146576,PERFECT BAKE(SEC-15),info@perfectbread.com,Aman Mutneja,31-08-2024,Kushawha Pooja,08-10-2025,Jitwin Purohit,11-12-2025,,,,,,
146627,Burger Hub,haneefaburgerinn@gmail.com,Sagar Kothari,10-02-2026,,,,,,,,,,
146920,M/S BUBBLES FUN WORLD PVT LTD,ashwani@localsewa.com,Aman Mutneja,31-08-2024,,,,,,,,,,
147269,Aahare Kolkata (Bandra),pos.aaharekolkata@gmail.com,Harsh Gohel,30-08-2024,,,,,,,,,,
148017,Rollover-Ashok Nagar,Crazyfrogventures@gmail.com,Aman Kota,22-09-2025,,,,,,,,,,
148298,IDLY GO (Girish Park),online@idlygo.com,Pradipta Sen,18-12-2024,,,,,,,,,,
148604,Mishtanna,bengalsnb@gmail.com,Pradipta Sen,18-12-2024,,,,,,,,,,
148850,Burger lounge - CUSAT,preeshma@addprint.net,Sudhin Raveendran,19-10-2024,,,,,,,,,,
149040,FroGo FoodTech Private Limited,mira@gofrogo.in,Bhanvi Gupta,10-03-2025,,,,,,,,,,
149137,High on Chai Startech Kormangala,gohighonchai@gmail.com,Yogita Maheshwary,30-08-2025,,,,,,,,,,
149709,Bharatiya Mall of Bangalore,girish.hs@icm.in,Acharya Arpit,29-04-2025,,,,,,,,,,
150167,OTH,accounts@indwellhotels.com,Chauhan Khushbu Girishkumar,13-06-2025,Lakshita Thakor,04-02-2026,,,,,,,,
150375,Velan Kaappi - Sundrapuram,velankaappifranchise@gmail.com,Kinab Binditbhai Shah,04-04-2025,Arpit Acharya,09-12-2025,,,,,,,,
150630,Garden Bite by Nourishing Farms ( Kolhapur ),Diwakar@nourishingfarms.in,Gohel Harsh Jayantibhai,16-08-2024,,,,,,,,,,
150712,Chaileela,info.chaileela@gmail.com,Mahima Sali,09-09-2025,,,,,,,,,,
151221,Yes frankie,franchiserollitoind@gmail.com,Kripal Patel,18-09-2025,,,,,,,,,,
151276,KAAPPI STOP - ADIVARAM,accounts@kaapistop.com,Rahul Taak,02-07-2024,Nair Anchal,29-05-2025,,,,,,,,
151438,The Burger junction (Khadakpada),laxmipanigrahi6@gmail.com,Krutika Christian,06-12-2024,Parmar Rajeshbhai Kalubhai,19-12-2025,Krutika Christian,08-01-2026,Saloni Vaghela,17-01-2026,,,,
151515,Chhaswala (Kalupur),dilip.solanki@chhaswala.co,Apurv,11-12-2025,,,,,,,,,,
151607,NIKAA BRIYANI,barbequeenrestaurant@gmail.com,Jinalben Chavda,22-01-2025,,,,,,,,,,
151772,Tongue Twister icecream (Gurgaon),sujain1989@gmail.com,Aman Mutneja,31-08-2024,,,,,,,,,,
151811,Hariram sweets,itsupport@hariramfoods.com,Chauhan Khushbu Girishkumar,26-05-2025,Rishit Talati,26-12-2025,,,,,,,,
152642,T & T,asgarkkd@gmail.com,Acharya Arpit,25-04-2025,,,,,,,,,,
152760,Pohewala,Pohewalacare@gmail.com,Anokhi Shah,26-11-2025,Kaushik Khandla,13-12-2025,,,,,,,,
152819,Sadaa Dhaba,heena.an02@gmail.com,Apurv,16-12-2025,,,,,,,,,,
152942,HEALTHY TREATS,healthytreatss@gmail.com,Mahima Sali,09-05-2025,,,,,,,,,,
153665,TASTE OF NORTH  (CLOUD KITCHEN),dhruv@chelviescoffee.com,Mahima Sali,23-05-2025,Chauhan Khushbu Girishkumar,29-05-2025,Rishit Talati,27-12-2025,,,,,,
153693,ROYCE FOODS,royce.rolls.wraps@gmail.com,Dilna P,29-12-2025,,,,,,,,,,
153790,Hari Bhavanam - Goldwins,balachandar@haribhavanam.com,Sudhin Raveendran,19-10-2024,,,,,,,,,,
153872,Persian Darbar (Byculla),info@persiandarbar.co.in,Harsh Gohel,03-01-2025,,,,,,,,,,
154358,PURNABRAMHA - HSR,jayanti.kathale@purnabramha.com,Sagar Kothari,10-02-2026,,,,,,,,,,
155161,Myfroyoland Premium Frozen Yogurt (Baner),deekshatrivedi@gmail.com,Christian Krutika Veshalskumar,09-07-2024,Kaushik Khandla,08-01-2026,,,,,,,,
155189,Taranovas Pizza,pankaj.sharma@taranovaspizza.com,Shah Shitanshu,02-08-2024,,,,,,,,,,
155974,Kathi nation,Foodcourt.pu@paruluniversity.ac.in,Kripal Patel,03-09-2025,,,,,,,,,,
156089,Jamie Oliver Restaurants,udhisther@jamieoliverrestaurants.in,Purohit Jitwin,04-01-2025,,,,,,,,,,
156141,The Churro Co.,thechurroco.kn@gmail.com,Harsh Gohel,13-11-2024,,,,,,,,,,
